entrez	symbol	duplicability	origin	essential_celllines_percentage	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	expressed_tissues_mRNA_GTEx	expressed_tissues_mRNA_protatlas	expressed_tissues_protein_protatlas	expressed_celllines_CLP	expressed_celllines_GNE	expressed_celllines_CCLE	germline_SNVs	germline_SVs	LOEUF_score
89795	NAV3	0	Metazoans	0	14	288.959	0.0879121	0	2	20	24	24	951	280	393	0.053529	0.00055905	0.185
89796	NAV1	0	Vertebrates	0	95	9896.25	0.18925	0	107	28	38	38	966	513	651	0.049192		0.08
89857	KLHL6	0	"Last Universal Common Ancestor"	0.188679	18	354.446	0.104575	0	1	14	27	27		100	158	0.071927	0.00107354	0.805
89894	TMEM116	0	"Last Universal Common Ancestor"	0	5	18.1013	0	0	1	30	41	41	937	668	990	0.0682493	0.00098912	1.454
89932	PAPLN	0	"Last Universal Common Ancestor"	0	14	316.702	0	0	37	30	35	35	949	268	419	0.0730308		1.141
90060	CCDC120	0	"Last Universal Common Ancestor"	0	162	40757.1	0.0532935	0	20	29	33	33	952	528	762	0.0311303		0.551
90139	TSPAN18	0	"Last Universal Common Ancestor"	0	17	208.117	0.00735294	0	3	29	37	37	953	237	257	0.0860215	0.00134409	0.718
90167	FRMD7	0	"Last Universal Common Ancestor"	0	3	3.2801	0	0	1	2	3	3	940	3	8	0.0448179		0.419
90273	CEACAM21	0	Mammals	0.544465	76	9261.8	0.0389474	0	1	10	20	20	954	76	108	0.0352673	0.00113766	1.696
90379	DCAF15	0	Metazoans	1.07066	246	64558.1	0.0140368	0	13	30	39	39	954	675	1019	0.0416667		0.272
90417	KNSTRN	0	Vertebrates	0.195503	73	8316.16	0.0886606	1	65	30	42	42	934	675	1019	0.0537975	0.00105485	0.981
90459	ERI1	0	"Last Universal Common Ancestor"	0.178094	15	275.815	0.27619	0	29	30	41	41	918	674	1015	0.0821394		1.073
90525	SHF	0	Metazoans	0	1	0	0	0	0	27	37	37	943	258	273	0.0634921	0.000755858	0.548
90827	ZNF479	5	"Last Universal Common Ancestor"	0.215285	7	146.111	0	1	0	1	1	1	955		5	0.0292621	0.00127226	1.788
90874	ZNF697	0	"Last Universal Common Ancestor"	0.107527	13	312.519	0.141026	1	0	29	32	32	942	523	776	0.0220184	0.000611621	0.891
90993	CREB3L1	0	"Last Universal Common Ancestor"	0.0891266	194	49796.3	0.034026	0	1	28	34	34	955	322	428	0.0488118	0.000642261	0.292
91010	FMNL3	0	"Last Universal Common Ancestor"	0	24	1099.66	0.108696	1	78	30	38	38	945	617	774	0.0771725	0.000324254	0.359
91156	IGFN1	0	"Last Universal Common Ancestor"	0	43	3163.52	0.0620155	0	1	8	10	10	949	106	191	0.0322726		0.94
91181	NUP210L	0	"Last Universal Common Ancestor"	0	2	0.597136	0	0	0	1	1	1	952	19	6	0.0407839	0.000353107	0.381
91272	BOD1	1	Metazoans	0	23	2300.51	0.0750988	1	10	30	43	43	951	675	1019	0.0306306		0.839
91300	R3HDM4	0	Opisthokonts	0	4	49.739	0.333333	0	60	30	43	43	941	675	1019	0.0310945		1.075
91351	DDX60L	0	"Last Universal Common Ancestor"	0.0982318	12	359.392	0.106061	0	0	28	41	41	961	468	653	0.0271431		1.005
91445	RNF185	0	"Last Universal Common Ancestor"	0	122	47102.1	0.0734318	4	40	30	43	43	938	675	1019	0.09375		0.724
91464	ISX	0	"Last Universal Common Ancestor"	0.093985	17	806.147	0.0735294	0	1	1	4	4	956	35	51	0.0761905	0.00272109	1.662
91523	PCED1B	0	Metazoans	0.0978474	4	34.8963	0	1	1	29	41	41	957	400	571	0.0270062	0.000771605	
91603	ZNF830	0	"Last Universal Common Ancestor"	74.0458	31	489.971	0.260215	8	0	30	43	43	946	675	1019	0.0501792	0.000896057	0.772
91653	BOC	0	Metazoans	0.0938967	24	2252.34	0.0543478	2	12	28	35	35	953	156	254	0.0687593	0.000597907	0.576
91661	ZNF765	12	"Last Universal Common Ancestor"	0	22	1535.28	0.0649351	0	0	25	41	41	953	661	871	0.029318	0.00318674	1.959
91694	LONRF1	0	"Last Universal Common Ancestor"	0	96	15471.1	0.0605263	3	47	30	37	37	923	616	860	0.0288918		0.391
91752	ZNF804A	0	Vertebrates	0	5	20.3939	0.4	0	1	3	9	9	950	187	275	0.0308795	0.00110284	0.479
91768	CABLES1	0	"Last Universal Common Ancestor"	0.187793	21	1061.03	0.17619	5	40	28	36	36	959	591	772	0.0521327		0.63
91977	MYOZ3	0	Vertebrates	0	65	4770.54	0.075	0	44	11	14	14	951	24	36	0.0677291		1.389
92002	CCNQ	4	Eukaryotes	0	19	452.945	0.0409357	0	18	30	42	42		673	1016	0.0228495		0.396
92105	INTS4	2	"Last Universal Common Ancestor"	59.3709	81	9629.4	0.0626543	7	3	30	43	43	934	675	1019	0.0796123	0.000692281	0.7
92106	OXNAD1	0	"Last Universal Common Ancestor"	0	14	367.342	0.0989011	0	5	30	42	42	931	674	984	0.089899	0.0010101	1.46
92126	DSEL	0	Metazoans	0.0912409	3	20.8929	0	0	84	26	17	17	956	260	339	0.0583058	0.000550055	0.568
92211	CDHR1	0	"Last Universal Common Ancestor"	0	5	16.1885	0	0	11	8	20	20	944	79	142	0.105549	0.000388048	1.311
92293	TMEM132C	0	Metazoans	0	2	0.249843	0	0	15	23	21	21	945	20	29	0.0412154	0.00240674	0.387
92335	STRADA	0	"Last Universal Common Ancestor"	0.457456	12	307.076	0.212121	3	0	30	43	43		675	1019	0.0742459	0.000773395	0.796
92521	SPECC1	0	Eukaryotes	0	58	4265.28	0.15608	0	22	29	43	43		597	852	0.06804	0.00062422	0.493
92552	ATXN3L	0	"Last Universal Common Ancestor"	0.112108	10	59.0994	0.222222	0	10	1	1	1	947	12	8	0.0187793	0.000938967	
92565	FANK1	0	"Last Universal Common Ancestor"	0	10	174.73	0.0222222	0	0	24	29	29	956	300	210	0.0961366		1.18
92597	MOB1B	1	"Last Universal Common Ancestor"	0.0938967	45	2048.96	0.114141	2	76	30	39	39	927	663	1000	0.0995475		0.879
92737	DNER	0	"Last Universal Common Ancestor"	0.0979432	6	27.2945	0.133333	1	0	18	20	20	955	277	355	0.0895522	0.00316599	0.439
92747	BPIFB1	0	"Last Universal Common Ancestor"	0	45	3999.67	0.0121212	1	0	4	12	12	948	66	67	0.0316804	0.000688705	0.957
92799	SHKBP1	0	"Last Universal Common Ancestor"	0	76	10061.2	0.0912281	0	1	30	43	43	946	675	1019	0.0688355		0.718
92856	IMP4	0	"Last Universal Common Ancestor"	59.2318	82	1906.16	0.409816	5	87	30	42	42		675	1019	0.091954	0.00417973	0.947
92922	CCDC102A	0	Metazoans	0	53	3775.16	0.0297533	0	1	30	33	33	957	582	883	0.0660606		0.846
93035	PKHD1L1	0	"Last Universal Common Ancestor"	0.0911577	0	0	0	0	11	13	15	15	950	27	34	0.0849242	0.000235682	1.057
93377	OPALIN	0	Mammals	0	207	31401.7	0.0145866	0	2	1	1	1	936	4	9	0.0567376	0.00236407	1.446
93492	TPTE2	2	"Last Universal Common Ancestor"	0.0892857	83	5799.09	0.0649427	0	1	1	1	1	948	5	15	0.0338442	0.00319285	0.945
93649	MYOCD	0	Vertebrates	0	17	18027.2	0.235294	1	78	20	23	23	950	34	53	0.0638945	0.000338066	0.387
93659	CGB5	5	Vertebrates	0	2	12.567	0	0	0	0	1	1		24	78	0.0141414	0.0040404	1.875
93986	FOXP2	0	Metazoans	0.0919118	35	4070.68	0.0806723	0	15	17	35	35	952	107	87	0.0594595	0.0018018	0.219
94025	MUC16	0	Vertebrates	0.107411	11	208.447	0.254546	1	0	2	5	5	948	84	149	0.0140162	0.0000459548	0.759
94137	RP1L1	0	"Last Universal Common Ancestor"	0	1	0	0	0	6	0	0	0	942	13	15	0.05375	0.000277778	1.954
94234	FOXQ1	0	Eukaryotes	0	105	2771.57	0.0419414	0	42	13	20	20	947	268	354	0.00992556	0.00165426	0.965
94239	H2AZ2	7	Eukaryotes	7.4041	66	5071.93	0.187879	88	7	30	43	43	947	675	1019	0.0286458		0.822
94241	TP53INP1	0	Metazoans	0.0978474	18	533.501	0.183006	2	95	30	43	43	954	492	818	0.0847222	0.00277778	1.384
96764	TGS1	0	"Last Universal Common Ancestor"	12.2213	62	4251.01	0.097303	2	42	30	42	42	934	675	1019	0.0742477	0.00117233	0.908
113146	AHNAK2	0	Eukaryotes	0.107411	74	19914	0.0310996	0	16	21	27	27	960	420	691	0.0246189	0.000115042	1.01
113791	PIK3IP1	0	Vertebrates	0.390244	20	886.539	0.031579	0	1	30	43	43	953	423	728	0.0633714		0.842
114049	BUD23	0	"Last Universal Common Ancestor"	69.8916	25	947.357	0.0866667	1	15	30	43	43		675	1019	0.102908	0.00111857	0.736
114134	SLC2A13	0	"Last Universal Common Ancestor"	0	9	235.905	0.0277778	0	17	28	35	35	949	390	471	0.0385802	0.00205761	0.377
114336	CGB2	5	Vertebrates	8.33333	15	2917.84	0.180952	0	0	0	0	0		13	32	0.0531697	0.00613497	1.84
114548	NLRP3	0	Metazoans	0.179695	68	4392.08	0.0421422	5	3	12	32	32	948	86	146	0.0189833	0.001287	0.519
114780	PKD1L2	0	"Last Universal Common Ancestor"	0.356718	20	432.722	0.0263158	0	0	11		0		33	69	0.0201979	0.00108445	1.763
114784	CSMD2	0	"Last Universal Common Ancestor"	0.188679	8	104.012	0.392857	0	9	1	3	3	949	39	80	0.0622418	0.000367208	
114785	MBD6	0	Metazoans	0.0907441	9	186.928	0.0555556	0	43	30	39	39	942	675	1019	0.0245929	0.000664673	0.209
114787	GPRIN1	0	Opisthokonts	0	25	1334.28	0.0633333	1	19	6	8	8	944	635	905	0.0082672		0.32
114788	CSMD3	0	"Last Universal Common Ancestor"	0	1	0	0	0	0	2	2	2	948	30	49	0.0755328	0.00116896	0.299
114790	STK11IP	0	"Last Universal Common Ancestor"	0.0918274	32	2281.51	0.0282258	0	26	30	43	43	943	675	1019	0.0701593	0.000306373	0.857
114795	TMEM132B	0	Metazoans	0	1	0	0	0	40	8	4	4	942	36	50	0.047707	0.000923361	0.253
114805	GALNT13	1	"Last Universal Common Ancestor"	0.0970874	12	421.954	0.0151515	0	6	7	12	12	946	153	207	0.0665499	0.00350263	0.285
114815	SORCS1	0	"Last Universal Common Ancestor"	0	4	86.7913	0	0	1	19	23	23	938	53	79	0.0634391	0.00111297	0.338
114882	OSBPL8	0	"Last Universal Common Ancestor"	0	114	68155.9	0.0496817	0	22	30	43	43	943	674	1018	0.0374953	0.00187477	0.416
114897	C1QTNF1	0	Metazoans	0.094518	46	5384.61	0.0705314	0	7	29	36	36	952	329	405	0.0913405	0.00118624	1.093
114907	FBXO32	0	Metazoans	0.094697	32	599.973	0.0584677	9	7	29	38	38	970	413	649	0.057277	0.000938967	0.222
115098	CCDC124	0	"Last Universal Common Ancestor"	0	42	620.211	0.195122	0	2	30	43	43	951	675	1019	0.0612855		0.8
115209	OMA1	0	"Last Universal Common Ancestor"	0	54	7115.94	0.0167715	0	35	30	43	43		675	1003	0.0680662	0.00127226	1.132
115273	RAB42	1	"Last Universal Common Ancestor"	0	1	0	0	2	50	15	25	25		138	299	0.0519878	0.00152905	1.935
115294	PCMTD1	0	"Last Universal Common Ancestor"	0.292969	11	163.317	0.181818	0	72	30	43	43	947	674	1014	0.0336135	0.00280112	0.555
115350	FCRL1	0	Mammals	0	2	1.56369	0	0	0	4	7	7	943	39	40	0.030303	0.000777001	0.912
115416	MALSU1	0	"Last Universal Common Ancestor"	1.38004	163	19379.7	0.162463	0	3	30	41	41	951	675	1019	0.11396		1.914
115557	ARHGEF25	0	"Last Universal Common Ancestor"	0.797166	10	486.68	0.0222222	2	3	29	36	36	961	467	699	0.0441572	0.000538503	0.851
115701	ALPK2	0	Vertebrates	0.0891266	22	816.568	0.0865801	0	1	5	11	11	954	164	287	0.0376344	0.00030722	0.815
115817	DHRS1	0	"Last Universal Common Ancestor"	0.0893655	31	2898.87	0.122581	0	2	30	42	42	946	675	1019	0.120341		1.735
116028	RMI2	0	Metazoans	0.282752	17	401.664	0.419118	13	6	20	36	36	931	673	1006	0.0385487	0.00226757	1.913
116039	OSR2	0	"Last Universal Common Ancestor"	0	7	101.719	0.142857	0	0	25	27	27	957	443	575	0.0423403	0.00153965	0.794
116236	ABHD15	0	"Last Universal Common Ancestor"	0.101833	24	871.175	0.155797	0	106	30	41	41	936	651	986	0.0911681		1.489
116285	ACSM1	0	"Last Universal Common Ancestor"	0	7	178.08	0.0952381	0	1	13	13	13	940	20	23	0.0762565	0.0011554	1.074
116441	TM4SF18	0	Vertebrates	0	46	2643.1	0.0521739	0	8	28	36	36	945	144	202	0.0912106	0.00497512	1.598
116511	MAS1L	0	Mammals	0	1	0	0	0	1	0	6	6	947	1	1	0.0255732		
116931	MED12L	0	"Last Universal Common Ancestor"	0	29	605.417	0.418719	0	21	5	18	18	953	120	170	0.048174	0.000777001	0.184
117154	DACH2	0	Metazoans	0.27027	8	57.021	0.0357143	0	0	1	3	3	948	29	23	0.05064	0.00278241	0.618
118424	UBE2J2	0	"Last Universal Common Ancestor"	2.02109	38	4659.43	0.0782361	2	3	30	43	43	924	675	1019	0.04	0.00242424	0.391
118427	OLFM3	1	Metazoans	0	14	334.929	0.0659341	0	1	2	2	2	946	38	58	0.0843794	0.00069735	0.688
118491	CFAP70	0	-	0	0	0	0	0	1	28	23	23		80	85	0.0606601	0.000297354	0.537
118611	C10orf90	0	Vertebrates	0	5	347.787	0.2	0	0	2	4	4	946	86	70	0.0527638	0.000837521	1.208
118788	PIK3AP1	0	Metazoans	0.0938967	19	591.94	0.19883	1	4	27	41	41	949	305	435	0.0496894	0.00207039	0.122
118924	FRA10AC1	0	"Last Universal Common Ancestor"	0	42	4735.62	0.0545877	0	2	30	43	43	922	675	1009	0.0888889	0.0010582	1.167
119548	PNLIPRP3	0	Vertebrates	0	0	0	0	0	1	2	3	3	949	17	30	0.0685225	0.000713776	1.185
119559	SFXN4	0	"Last Universal Common Ancestor"	0	61	8053.65	0.0469945	0	19	30	43	43	928	675	1019	0.0484669	0.00098912	0.912
119587	CPXM2	0	"Last Universal Common Ancestor"	0.28463	3	16.6707	0	0	14	28	35	35	954	50	63	0.119048	0.000881834	0.946
119694	OR51F2	0	Mammals	0	1	0	0	1	0	0	0	0				0.0626263	0.0030303	1.836
120114	FAT3	0	"Last Universal Common Ancestor"	0	48	7605.61	0.0035461	0	72	6	3	3	945	62	122	0.045689	0.000145275	0.253
120776	OR2D2	1	Vertebrates	0	0	0	0	1	11	0	0	0	948			0.0714286	0.0021645	1.884
120863	DEPDC4	0	Metazoans	0.0979432	0	0	0	0	0	1	9	9	947	361	64	0.02685	0.00261951	1.731
120892	LRRK2	0	"Last Universal Common Ancestor"	0	351	162150	0.0362393	4	3	30	41	41	941	104	127	0.0617333	0.000527635	0.64
120935	CCDC38	0	Eukaryotes	0	3	0	1	0	28	1	3	3			1	0.0751924	0.0017762	1.063
121227	LRIG3	0	"Last Universal Common Ancestor"	0.182648	33	3049	0.0776515	0	43	29	35	35	957	558	794	0.0428954	0.000297885	0.644
121256	TMEM132D	0	Metazoans	0.0978474	1	0	0	0	0	2	2	2	938	24	35	0.0527752	0.00454959	0.232
121364	OR10A7	0	Vertebrates	0	0	0	0	1	0	0	0	0	949			0.0295359	0.00316456	0.874
121551	BTBD11	0	Metazoans	0	3	5.38821	0.333333	0	0	11	24	24	954	242	325	0.0652174	0.000905797	0.204
121601	ANO4	0	"Last Universal Common Ancestor"	0	18	2123.81	0.0784314	0	1	7	8	8	946	67	117	0.0666667	0.00069808	0.437
122651	RNASE11	0	Mammals	0	2	0	1	0	0	1	2	2	935			0.0201005		1.895
122740	OR4K14	0	Vertebrates	0	0	0	0	1	0	0	0	0	945			0.0408602	0.00107527	1.594
122742	OR4L1	0	Mammals	0.111111	1	0	0	1	0	0	0	0	940			0.042735	0.00213675	1.486
122961	ISCA2	1	"Last Universal Common Ancestor"	17.5376	65	5951.78	0.0629808	1	64	30	43	43	926	675	1019	0.0909091	0.0021645	1.914
123872	DNAAF1	0	"Last Universal Common Ancestor"	0	6	41.513	0.0666667	0	0	8	9	9	952	14	8	0.062069		1
123876	ACSM2A	1	"Last Universal Common Ancestor"	0	1	0	0	0	29	2	2	2	941		7	0.0756788	0.0028885	1.364
124245	ZC3H18	0	Eukaryotes	23.2899	188	21180.9	0.167539	0	16	30	43	43	925	675	1019	0.0839304		0.126
124404	SEPTIN12	0	"Last Universal Common Ancestor"	0	29	1461.33	0.236453	0	0	1	1	1	937	4	4	0.143389	0.0027933	1.881
124512	METTL23	0	"Last Universal Common Ancestor"	0.214823	29	414.972	0.125616	0	2	30	43	43	943	675	1019	0.15614	0.00350877	1.77
124540	MSI2	0	"Last Universal Common Ancestor"	0.0919118	64	4471.21	0.169643	0	61	30	40	40	954	671	993	0.0772358	0.00304878	0.237
124626	ZPBP2	0	Vertebrates	0.107411	20	922.896	0.0368421	0	1	1	1	1	941	18	16	0.0700197		1.259
125061	AFMID	0	"Last Universal Common Ancestor"	0.0938967	11	1633.69	0.0545455	0	15	30	43	43	943	675	1018	0.0919913	0.0021645	1.099
125113	KRT222	0	Vertebrates	0	29	713.773	0.0812808	0	8	13	12	12		36	34	0.0937853	0.00112994	1.047
125150	ZSWIM7	0	Eukaryotes	0.107527	14	424.155	0.142857	0	18	30	42	42	936	674	1016	0.0666667	0.0142857	1.207
125336	LOXHD1	0	"Last Universal Common Ancestor"	0	4	91.3789	0	0	1	3	7	7	948	12	25	0.0743253	0.000452284	1.012
125950	RAVER1	0	"Last Universal Common Ancestor"	0.53286	93	6484.19	0.118046	0	5	30	42	42	943	675	1019	0.0320253		0.36
125963	OR1M1	0	Mammals	0	24	797.859	0.00362319	1	0	0	0	0	957			0.0394036	0.00212992	
126206	NLRP5	0	Mammals	0	10	64.8527	0.0666667	1	0	0	1	1	956	10	17	0.0225	0.00166667	0.795
126374	WTIP	0	"Last Universal Common Ancestor"	0	18	180.076	0.137255	2	22	27	36	36	943	377	406	0.0658915		0.996
126410	CYP4F22	0	"Last Universal Common Ancestor"	0.266667	14	371.921	0.032967	0	1	7	11	11	952	27	42	0.0847458	0.00125549	0.783
126432	RINL	0	"Last Universal Common Ancestor"	0	7	68.1472	0.047619	0	0	30	39	39	952	379	534	0.0306243	0.000588928	0.768
126567	C2CD4C	0	Vertebrates	0.107411	2	2.2122	0	0	9	21	3	3	948	136	227	0.0190024	0.000791766	0.83
126668	TDRD10	0	Vertebrates	0	2	86.2847	0	0	0	28	24	24	940	15	25	0.0318761	0.000910747	0.921
126669	SHE	0	Vertebrates	0.273723	6	263.565	0.133333	0	58	28	40	40	951	31	31	0.0511785		0.283
126792	B3GALT6	0	"Last Universal Common Ancestor"	0.274977	15	632.04	0.0571429	0	0	30	43	43	933	675	1018	0.0324215		1.425
126969	SLC44A3	0	"Last Universal Common Ancestor"	0.107527	4	51.5401	0	0	0	27	35	35	952	398	555	0.0821848	0.000510464	1.473
127003	C1orf194	0	Metazoans	0	0	0	0	0	0	5	8	8	948	29	24	0.0749507	0.00394477	1.765
127255	LRRIQ3	0	"Last Universal Common Ancestor"	0	6	64.1704	0	0	0	1	10	10	948	26	3	0.0528846	0.00320513	1.22
127262	TPRG1L	0	Metazoans	0	3	7.57236	0	0	74	30	43	43	939	675	1018	0.0980392		1.486
127294	MYOM3	0	Vertebrates	0.107411	8	116.663	0.0714286	0	0	6	10	10	948	85	103	0.0971932	0.000231965	1.106
127602	DNAH14	0	Metazoans	0	24	2550.52	0.0652174	0	0	4	27	27	957	171	159	0.0291676	0.000433182	1.517
128025	WDR64	0	"Last Universal Common Ancestor"	0	0	0	0	0	0	1	1	1	953	4	3	0.065689	0.00091659	1.086
128434	VSTM2L	0	Vertebrates	0.195886	5	278.509	0.3	0	1	22	19	19	941	237	337	0.0882353		0.841
128553	TSHZ2	0	Metazoans	0.0938967	29	1786.22	0.0665025	0	34	24	35	35	934	71	119	0.0809155	0.00161186	0.307
128611	ZNF831	0	"Last Universal Common Ancestor"	0	4	40.6172	0.333333	0	10	4	6	6	942	17	21	0.0252435		0.739
128646	SIRPD	0	Vertebrates	0.0890472	85	6646.75	0.012605	0	0	3	9	9		20	16	0.0456853	0.00169205	1.886
128674	PROKR2	1	Metazoans	0.179695	5	15.5635	0.3	3	1	0	1	1	947	11	12	0.09375	0.00173611	1.572
129446	XIRP2	0	Vertebrates	0	19	664.169	0.0760234	0	15	3	5	5	948	5	6	0.0800225	0.000187846	0.928
129563	DIS3L2	0	"Last Universal Common Ancestor"	0	19	1467.28	0.175439	0	2	30	43	43	946	675	1014	0.0568738	0.00225989	0.325
129642	MBOAT2	0	Eukaryotes	0.183655	8	760.831	0.0357143	0	48	26	35	35	952	610	913	0.0435897	0.00128205	0.42
130507	UBR3	0	"Last Universal Common Ancestor"	0	90	49750.6	0.0107366	0	33	30	38	38	942	675	1018	0.0195975	0.000176554	0.13
131873	COL6A6	0	"Last Universal Common Ancestor"	0	2	0.548046	0	20	1	4	8	8	947	9	15	0.0807188	0.000147297	1.013
132001	TAMM41	0	"Last Universal Common Ancestor"	48.8705	36	2118.05	0.0349206	0	0	30	42	42	935	675	1005	0.101879	0.00098912	1.06
132243	H1-8	1	"Last Universal Common Ancestor"	0	41	64.9012	0.568293	0	0	1	1	1	938			0.0337187	0.000963391	0.968
132430	PABPC4L	3	"Last Universal Common Ancestor"	0	44	505.568	0.293869	0	14	11	17	17	956	109	180	0.018018	0.0036036	1.047
132671	SPATA18	0	Metazoans	0	18	252.554	0.0915033	0	12	26	29	29	942	116	186	0.0916976	0.00123916	1.091
132720	FAM241A	0	Vertebrates	0.195503	74	14327.7	0.0821918	0	171	28	37	37	957	576	576	0.0479798	0.010101	0.852
132864	CPEB2	0	Metazoans	0.182315	24	1498.96	0.0326087	0	43	30	36	36	955	477	743	0.0383624		0.589
132884	EVC2	0	Metazoans	0.0938967	85	4210.67	0.0378151	2	17	24	25	25	949	167	260	0.0606524	0.00127421	1.064
133060	OTOP1	5	Metazoans	3.28502	3	12.2419	0.333333	0	0	0	0	0		8	8	0.0915033	0.00108932	1.883
134359	POC5	0	Opisthokonts	0.0982318	84	4662.94	0.100402	0	7	30	41	41	941	675	1019	0.0649275	0.00115942	0.915
135948	OR2F2	1	Vertebrates	0	1	0	0	1	1	0	0	0	948			0.022082	0.00315457	1.701
136895	C7orf31	0	Metazoans	0	14	953.313	0.043956	0	3	27	36	36	953	410	581	0.0751412	0.000564972	1.016
136991	ASZ1	0	"Last Universal Common Ancestor"	0.0984252	11	119.407	0	0	1	1	1	1	949	4	6	0.0863158	0.000701754	0.961
137209	ZNF572	0	"Last Universal Common Ancestor"	0	61	3306.41	0.140984	0	1	21	27	27	950	212	277	0.0459987	0.00063012	0.72
137835	TMEM71	0	Vertebrates	0	5	14.3135	0.2	0	0	21	40	40	955	88	170	0.090703	0.00113379	1.446
137868	SGCZ	0	Opisthokonts	0	31	922.501	0.088172	0	0	1	2	2	944	10	23	0.123932	0.0138889	1.186
137902	PXDNL	0	"Last Universal Common Ancestor"	0	16	167.785	0.15	0	0	2	5	5	958	14	20	0.0410116	0.00136705	1.091
137964	GPAT4	1	"Last Universal Common Ancestor"	0	69	5689.65	0.0660699	0	95	30	43	43		675	1019	0.0504386		0.502
137970	UNC5D	0	Vertebrates	0	0	0	0	2	12	5	11	11	950	18	34	0.0696048	0.00209864	0.33
138009	DCAF4L2	1	"Last Universal Common Ancestor"	0	41	554.867	0.17439	0	2	1	1	1	941	25	35	0.0202532	0.00168776	
138046	RALYL	0	"Last Universal Common Ancestor"	0	43	1226.64	0.162791	0	0	5	9	9	950	35	51	0.060307	0.00767544	0.541
138241	C9orf85	0	"Last Universal Common Ancestor"	0.101937	9	167.551	0.194444	0	1	29	43	43	939	673	994	0.0968343		1.682
138474	TAF1L	1	Eukaryotes	0	13	70.2389	0.346154	15	0	1	1	1				0.00638919	0.000182548	0.315
138639	PTPDC1	0	"Last Universal Common Ancestor"	0	68	12305.6	0.0553117	0	67	28	34	34	946	618	944	0.0742574	0.000825082	0.618
138804	OR13C4	7	Mammals	0	0	0	0	1	0	0	0	0	952			0.0324948	0.00209644	1.932
139081	MAGEC3	0	"Last Universal Common Ancestor"	0	6	407.538	0.0666667	0	1	2	1	1	943	13	15	0.0228097	0.00207361	1.722
139135	PASD1	0	Eukaryotes	0	3	20.0645	0.666667	0	0	1	1	1	942	40	3	0.00948685	0.00043122	0.379
139285	AMER1	0	Vertebrates	3.17029	40	5571.99	0.114103	9	87	28	31	31	901	556	829	0.0164464		0.371
139378	ADGRG4	0	"Last Universal Common Ancestor"	3.43866	2	4.95878	0	0	1	1	2	2		1	3	0.0160173		1.146
139628	FOXR2	0	Eukaryotes	0	40	856.582	0.248718	0	18	1	1	1	952	39	54	0.00857449		1.918
139716	GAB3	0	Vertebrates	0.200803	10	178.142	0.377778	0	2	30	39	39	958	103	180	0.0318001	0.000567859	0.341
139804	RBMXL3	0	"Last Universal Common Ancestor"	0	4	1.2334	0	0	0	1	1	1	947	1		0.0146829		
140453	MUC17	0	Eukaryotes	0	0	0	0	1	30	1	4	4	938	21	29	0.0198828		1.487
140462	ASB9	1	"Last Universal Common Ancestor"	0	43	3256.89	0.06866	8	0	19	32	32	956	371	470	0.0260771	0.00226757	0.578
140690	CTCFL	0	"Last Universal Common Ancestor"	0.0896057	46	2427.93	0.0570048	0	45	1	1	1	939	38	30	0.0433333	0.000476191	0.58
140733	MACROD2	0	"Last Universal Common Ancestor"	0	6	49.7738	0.266667	0	21	14	34	34	952	138	119	0.0364583	0.0208333	0.434
140831	ZSWIM3	0	Eukaryotes	0	4	16.4794	0	0	3	29	38	38	935	561	853	0.0445402	0.000478927	0.763
140836	BANF2	0	Metazoans	0	20	583.613	0.0736842	4	0	1	3	3	945	1		0.0756014	0.00343643	1.631
140838	NANP	2	"Last Universal Common Ancestor"	0.187617	10	146.079	0.0444444	0	25	29	38	38	934	668	1011	0.0685484	0.00268817	1.528
140881	DEFB129	0	Mammals	0.390244	2	3.45154	0	1	0	0	2	2	955	1		0.0309654	0.00364299	1.882
140885	SIRPA	2	Vertebrates	0	78	14462	0.0739261	7	43	30	40	40	944	442	703	0.0387139		0.434
142684	RAB40A	3	"Last Universal Common Ancestor"	0.0926784	19	474.9	0.222222	2	13	14	13	13	949	63	54	0.022864		
142685	ASB15	0	"Last Universal Common Ancestor"	0.454959	31	443.019	0.0795699	7	0	3	5	5	945	1	6	0.0980726	0.000566893	1.286
143162	FRMPD2	0	"Last Universal Common Ancestor"	0.0938967	11	184.781	0.0545455	0	0	1	2	2		12	24	0.0544945	0.000254647	1.177
143502	OR52I2	1	Vertebrates	0	0	0	0	1	0	0	0	0				0.0352381	0.00190476	0.866
144321	GLIPR1L2	0	"Last Universal Common Ancestor"	0.979432	20	821.366	0.173684	0	17	13	24	24	954	2	1	0.0620155	0.00290698	1.45
144347	RFLNA	0	-	0	3	3.75886	0	0	0	17	17	17		151	218		0.00154321	1.404
144535	CFAP54	0	Eukaryotes	0	3	0.414987	0.666667	0	0	3	26	26		14	16	0.0281556	0.00115997	0.747
144568	A2ML1	0	"Last Universal Common Ancestor"	0	108	35497.1	0.0133264	0	16	7	10	10	941	53	70	0.0456213	0.000229253	0.952
145173	B3GLCT	0	"Last Universal Common Ancestor"	0	25	3596.73	0.0266667	0	0	29	39	39		626	927	0.10174	0.00200803	1.289
145264	SERPINA12	0	"Last Universal Common Ancestor"	0.534759	91	17996.3	0.0039072	0	1	1	3	3	952	5	3	0.0724638	0.00161031	1.501
145581	LRFN5	0	"Last Universal Common Ancestor"	0	0	0	0	0	0	14	18	18	951	56	66	0.041261	0.000463607	0.462
